transaction_id,customer_name,phone_number,age,city,transaction_date,product_category,amount,payment_method
362733,Frank,09207549809,,Chicago,2023-01-30,Clothing,,credit card
766887,Alice,09452063608,,Miami,2023-05-06,Books,,
202215,Frank,09455262382,,Seattle,2023-05-11,Clothing,,cash
491749,Frank,09175518987,,Houston,2023-06-25,Home & Kitchen,,paypal
507687,Eva,09203926247,,Houston,2023-01-26,Groceries,,paypal
846984,Henry,09457296603,,,2023-11-28,Groceries,262.34,
954685,Charlie,09451385863,,Los Angeles,2023-07-17,Electronics,,paypal
225561,Grace,09178684696,,New York,,Toys,10000.0,credit card 
187698,Frank,09459905795,,Miami,2023-10-05,Sports,,cash
389320,David,09178371981,,Houston,2023-09-22,Sports,10000.0,debit card
856704,Henry,09457857737,,Chicago,2023-06-02,Toys,,credit card 
114060,Grace,09357953010,,Seattle,2023-11-26,Groceries,,cash
620891,Charlie,09352991852,,,,Home & Kitchen,,cash
349149,Henry,09457192993,,Houston,2023-06-11,Home & Kitchen,,credit card
391647,Alice,09174051706,,San Francisco,2023-09-29,Toys,,cash
901788,David,09983309816,,San Francisco,2023-05-20,Toys,,credit card
680584,David,09177262413,79.0,,,Toys,,debit card
505935,Frank,09179977033,,Miami,2023-02-22,Sports,10000.0,debit card
498690,Bob,09351289133,,Miami,2023-01-15,Clothing,,credit card
356089,Eva,09989936676,,Houston,,Sports,10000.0,
904152,Frank,09177279784,,Miami,,Clothing,10000.0,debit card
181763,Grace,09454182332,,Seattle,2023-11-25,Sports,,paypal
464584,David,09352822026,,Seattle,2023-02-10,Books,265.72,cash
803638,Eva,09201021355,,Los Angeles,2023-03-24,Books,,cash
959991,Frank,09983390589,31.0,Houston,2023-05-23,Groceries,,cash
962813,Grace,09358034327,,Los Angeles,,Home & Kitchen,362.9,cash
874556,Alice,09350635641,,Miami,2023-11-16,Electronics,10000.0,paypal
735494,Charlie,09359196898,,Los Angeles,2023-11-05,Sports,,cash
951754,David,09208460547,,Chicago,2023-02-01,Groceries,,paypal
198583,Eva,09351302477,,Seattle,2023-11-06,Books,,cash
108585,Eva,09450276432,,Houston,,Groceries,,credit card
741699,Bob,09452378785,89.0,San Francisco,2023-05-02,Toys,34.97,cash
188343,Alice,09356374107,,New York,,Clothing,241.7,credit card
887667,Frank,09457306989,,San Francisco,2023-12-15,Clothing,,cash
763927,David,09176118054,,San Francisco,2023-04-03,Electronics,,cash
984649,David,09206649617,70.0,Miami,,Toys,,credit card 
207185,Frank,09350570292,,Houston,2023-03-17,Sports,,paypal
789827,Eva,09980921802,,San Francisco,2023-03-27,Home & Kitchen,,credit card 
719401,Henry,09177059238,,New York,,Sports,10000.0,cash
948862,Bob,09987188411,,Seattle,2023-07-18,Groceries,10000.0,paypal
103239,David,09171812931,,New York,2023-07-05,Books,10000.0,cash
484593,Alice,09179174384,,Seattle,,Home & Kitchen,10000.0,
467436,Henry,09451360225,,Chicago,2023-03-26,Sports,10000.0,
298782,Bob,09454487831,,San Francisco,2023-01-18,Sports,,cash
579642,Alice,09209044352,,Houston,,Electronics,,cash
431362,Henry,09174343652,,Miami,2023-04-09,Toys,,debit card
509616,Charlie,09179503138,,Seattle,2023-11-20,Home & Kitchen,,debit card
230318,Bob,09179613964,45.0,Chicago,,Home & Kitchen,,paypal
609244,Alice,09450633917,,Los Angeles,2023-06-08,Clothing,193.52,debit card
979248,Charlie,09983373125,,Seattle,,Toys,10000.0,debit card
150728,Eva,09457084572,80.0,Seattle,2023-04-22,Toys,280.55,debit card
590974,Grace,09454606762,,San Francisco,,Groceries,,paypal
690026,Grace,09170701903,50.0,San Francisco,2023-09-30,Groceries,,paypal
766310,Eva,09450587798,,Houston,2023-09-19,Clothing,,debit card
329419,Eva,09172914016,,Houston,2023-06-21,Electronics,,debit card
245500,Bob,09986065460,,Los Angeles,2023-09-09,Electronics,,debit card
667642,Bob,09353607110,,Houston,2023-09-04,Toys,,credit card
515747,Henry,09208417639,23.0,,2023-01-13,Books,,debit card
736905,Henry,09178439763,,New York,2023-10-25,Sports,,debit card
134054,Charlie,09205693485,,Chicago,2023-02-27,Sports,,paypal
922023,David,09456214465,,Chicago,2023-03-04,Electronics,10000.0,credit card 
694424,Bob,09458264025,,,2023-05-30,Clothing,,credit card 
500569,Charlie,09177324732,,,2023-12-29,Clothing,382.34,debit card
256493,Bob,09356282345,61.0,Miami,2023-04-04,Clothing,,cash
230518,Henry,09170481973,,Seattle,2023-09-28,Books,,debit card
251036,Charlie,09458692423,,Los Angeles,2023-02-16,Books,,debit card
457156,Frank,09206024047,,Houston,2023-08-24,Home & Kitchen,10000.0,
743859,Bob,09452530263,,New York,2023-03-08,Home & Kitchen,,cash
972527,Grace,09358576871,,Miami,2023-03-17,Electronics,,paypal
844705,Bob,09206602124,,Miami,2023-04-29,Home & Kitchen,10000.0,paypal
667975,Frank,09173221749,,Seattle,2023-04-16,Electronics,,paypal
743801,Frank,09353958446,,New York,2023-08-30,Toys,10000.0,credit card
508507,David,09452429718,,New York,2023-09-16,Home & Kitchen,,debit card
494491,Alice,09174810525,,New York,2023-01-11,Books,,credit card
926092,Eva,09350979144,,Chicago,2023-04-18,Electronics,,credit card 
574818,Frank,09200352026,,Seattle,2023-06-10,Sports,,paypal
621959,Frank,09204800576,,Seattle,2023-09-25,Home & Kitchen,10000.0,debit card
554282,Charlie,09173574186,,Los Angeles,,Groceries,10000.0,cash
378490,Frank,09171897459,,,2023-11-12,Electronics,10000.0,paypal
992766,Bob,09356684326,61.0,Houston,,Books,,cash
890749,David,09454704748,,Chicago,,Sports,,paypal
229773,Charlie,09458724702,,Chicago,2023-03-04,Home & Kitchen,,paypal
585575,Alice,09176800734,,Los Angeles,2023-10-11,Home & Kitchen,,
879129,Grace,09984777807,,Miami,2023-09-27,Clothing,,credit card 
600169,Henry,09988052904,,Miami,2023-07-05,Clothing,,paypal
947933,Frank,09452934901,,New York,2023-10-04,Sports,367.29,
903538,Frank,09451125706,,,2023-01-29,Books,10000.0,cash
455036,Henry,09984001081,,Houston,2023-01-27,Groceries,,credit card 
325073,Bob,09459299530,,Miami,,Clothing,,debit card
104309,Eva,09206985964,,Miami,2023-08-17,Electronics,,cash
705120,Alice,09986588002,,Miami,2023-05-02,Toys,,debit card
696328,Charlie,09172068097,87.0,Houston,2023-12-06,Toys,,credit card
371898,David,09454164624,,Miami,2023-09-02,Home & Kitchen,,cash
908524,Frank,09456511109,,Los Angeles,2023-02-20,Electronics,,debit card
399333,Grace,09459887940,,Seattle,2023-01-30,Home & Kitchen,,cash
304598,Eva,09358588555,,Seattle,2023-01-27,Toys,,cash
874584,Charlie,09983525141,,Los Angeles,2023-09-26,Home & Kitchen,,
811211,Charlie,09983608910,22.0,Chicago,,Electronics,41.51,
900951,Charlie,09177657156,,Seattle,2023-11-12,Books,,paypal
636994,Grace,09456006585,,Los Angeles,2023-02-27,Toys,,paypal
811050,Charlie,09355773179,,Miami,2023-03-09,Books,,debit card
840337,Alice,09450420182,34.0,Miami,2023-07-30,Electronics,,debit card
988920,Frank,09208049496,,New York,,Books,,
424655,David,09354911309,,,,Toys,,
610285,Henry,09353884986,52.0,Seattle,,Clothing,,
730173,David,09455839008,,New York,2023-12-15,Books,230.36,cash
270127,Grace,09357850846,,San Francisco,2023-01-21,Books,,
249587,Henry,09204121063,,Houston,2023-05-15,Books,,
737544,Bob,09201674357,,Los Angeles,2023-09-28,Clothing,91.36,debit card
418903,Grace,09357566843,,New York,2023-11-07,Groceries,10000.0,debit card
610667,Grace,09174088738,,San Francisco,,Home & Kitchen,114.5,paypal
453213,Alice,09204561965,20.0,Miami,2023-01-20,Sports,,paypal
200809,Grace,09208887216,,New York,2023-04-08,Sports,,
650673,Grace,09208129940,,New York,2023-09-29,Home & Kitchen,,paypal
585105,Henry,09351144776,,San Francisco,2023-02-24,Books,,debit card
788804,Charlie,09356320962,43.0,Miami,2023-11-04,Clothing,,debit card
909654,Charlie,09178962196,,Seattle,2023-05-31,Groceries,10000.0,credit card 
823261,David,09171528467,56.0,Los Angeles,,Toys,,paypal
187735,Eva,09175575960,,Houston,,Electronics,,credit card 
832467,Bob,09454425422,,Miami,2023-06-22,Sports,140.16,debit card
559495,Eva,09209509607,,San Francisco,2023-06-15,Groceries,17.11,cash
427113,Frank,09352128519,,Houston,2023-10-21,Clothing,,debit card
543175,Grace,09178841002,45.0,Los Angeles,2023-07-01,Sports,,debit card
818478,Frank,09208027658,,Chicago,2023-08-19,Books,,paypal
894825,Charlie,09351609536,26.0,Miami,2023-11-23,Home & Kitchen,,debit card
892498,Frank,09175847799,,Houston,2023-01-09,Books,10000.0,debit card
511181,Frank,09458302286,,Seattle,2023-11-23,Books,,credit card
827783,Charlie,09206860363,,Los Angeles,2023-04-19,Electronics,,
758897,Alice,09207243381,,Houston,2023-09-25,Electronics,,paypal
311888,David,09177003800,,,2023-12-24,Home & Kitchen,,cash
992530,Frank,09982181824,,Seattle,2023-11-04,Clothing,,
653596,Eva,09208293440,,San Francisco,2023-03-15,Home & Kitchen,,cash
265992,Grace,09359108690,,Chicago,,Home & Kitchen,,paypal
381360,Charlie,09980934998,,Houston,2023-09-04,Sports,,cash
430863,Alice,09202332555,,Houston,2023-12-30,Home & Kitchen,,credit card 
747102,Henry,09355062489,,Miami,2023-08-29,Groceries,,cash
893048,Alice,09170734084,,Chicago,2023-04-11,Sports,,paypal
978549,Eva,09178967581,,Los Angeles,2023-05-27,Electronics,,paypal
707132,Alice,09206749451,43.0,New York,2023-10-10,Books,,
109304,Eva,09209128327,,Chicago,,Toys,10000.0,paypal
137659,Bob,09450510895,,New York,2023-05-19,Electronics,10000.0,paypal
479351,Charlie,09209766740,,Miami,,Groceries,,credit card 
135911,Henry,09354918620,32.0,Miami,2023-11-07,Toys,336.58,credit card
987717,Grace,09984662401,,Miami,2023-09-09,Electronics,243.83,credit card
793688,Bob,09177263597,,Miami,2023-11-10,Books,,debit card
149613,Frank,09456428247,,Seattle,2023-12-17,Groceries,,credit card 
848834,Alice,09454130597,83.0,Los Angeles,2023-01-29,Books,,paypal
561463,Bob,09173502228,,Seattle,2023-04-05,Home & Kitchen,10000.0,cash
218845,Charlie,09205554612,,,2023-02-17,Books,,credit card
350502,Charlie,09458872438,,Houston,2023-06-05,Groceries,10000.0,paypal
130136,Alice,09356510882,,,2023-10-22,Clothing,10000.0,credit card
837673,Eva,09353185167,77.0,Seattle,,Sports,,debit card
182930,David,09177106140,,,2023-01-16,Home & Kitchen,,cash
438377,Charlie,09202259895,,Los Angeles,2023-11-16,Groceries,,debit card
363858,Frank,09983046301,,Miami,2023-12-14,Books,10000.0,debit card
903353,Grace,09176339625,,New York,2023-05-22,Electronics,,debit card
531723,Frank,09353543277,,New York,2023-10-13,Electronics,,paypal
639625,Alice,09457778567,33.0,Seattle,2023-12-09,Electronics,,paypal
429347,Bob,09453741566,,Chicago,2023-07-07,Sports,50.01,paypal
353147,Henry,09209927158,,Chicago,2023-11-02,Home & Kitchen,,credit card 
257383,Eva,09988809366,,,,Groceries,,paypal
449156,Alice,09451681979,,San Francisco,2023-01-05,Clothing,,credit card
622748,Grace,09454969158,,Seattle,2023-11-20,Home & Kitchen,,debit card
394292,Frank,09177010426,,Houston,2023-11-10,Toys,,debit card
717905,Grace,09452404103,,Seattle,2023-05-10,Electronics,,cash
264162,Alice,09350483983,,Miami,2023-05-23,Home & Kitchen,10000.0,credit card
346734,Grace,09208283420,,San Francisco,2023-12-25,Home & Kitchen,,
658056,Eva,09172257293,,Houston,,Sports,,cash
546474,Bob,09358431022,,Los Angeles,2023-06-17,Clothing,,paypal
961076,David,09354987894,,Houston,,Electronics,,credit card
126886,Eva,09359330204,,New York,,Home & Kitchen,10000.0,debit card
171118,Henry,09208746928,86.0,,2023-05-24,Toys,,debit card
896241,Bob,09208742220,,San Francisco,2023-02-23,Groceries,,paypal
275092,Grace,09451168636,,Miami,,Toys,10000.0,cash
812240,Alice,09174780466,,New York,2023-04-02,Home & Kitchen,294.93,credit card
161115,Alice,09351607932,53.0,Chicago,,Books,,paypal
273956,Charlie,09179761461,58.0,New York,2023-10-08,Groceries,,debit card
775259,David,09206442924,,Chicago,2024-01-01,Electronics,,paypal
458394,Henry,09450151836,,Houston,2023-03-24,Groceries,10000.0,
539951,Eva,09988941020,,Houston,,Sports,10000.0,debit card
945137,Grace,09457795038,,Houston,2023-08-25,Toys,,debit card
939943,David,09200700865,,Houston,2023-11-30,Toys,,credit card
811750,Eva,09208438644,66.0,Los Angeles,,Toys,10000.0,credit card
732808,Charlie,09982331224,80.0,San Francisco,2023-09-06,Books,10000.0,cash
248610,Alice,09353695225,,Los Angeles,2023-12-11,Clothing,,paypal
447195,Henry,09203490889,,San Francisco,,Electronics,,cash
496713,Charlie,09201247581,,Miami,,Books,,credit card
786081,Alice,09982363005,,Seattle,2023-08-14,Electronics,,cash
188593,Eva,09171070427,,Miami,,Books,,paypal
865956,Grace,09458986525,,,2023-08-21,Home & Kitchen,374.51,credit card 
622221,Bob,09452662149,,Houston,,Books,,credit card 
623234,Charlie,09982416674,74.0,Seattle,2023-10-23,Clothing,329.86,paypal
925937,David,09176340636,,Los Angeles,2023-07-15,Groceries,,credit card 
949776,David,09457060689,,Los Angeles,2023-01-26,Toys,217.63,paypal
416893,Alice,09987900930,,Seattle,2023-12-28,Books,274.14,cash
749645,Alice,09172006812,,San Francisco,,Toys,,credit card
475973,Grace,09177497171,29.0,New York,2023-08-27,Groceries,,paypal
784722,Eva,09201782533,,Chicago,2023-06-07,Electronics,,cash
957703,David,09986252158,,Seattle,2023-12-20,Clothing,,cash
979152,Henry,09208125039,,Seattle,,Electronics,,credit card 
473042,Alice,09980501870,81.0,San Francisco,2023-07-09,Books,10000.0,cash
183494,Grace,09988289111,,Miami,2023-02-10,Electronics,309.2,paypal
979385,Bob,09201316485,,Chicago,2023-04-29,Home & Kitchen,,cash
650728,David,09202741417,,Chicago,2023-01-26,Home & Kitchen,377.02,cash
397422,Bob,09357347319,,Chicago,2023-01-17,Groceries,,
756252,Alice,09208875342,,San Francisco,,Electronics,10000.0,credit card
448871,Frank,09207097821,,Chicago,2023-12-21,Books,164.97,cash
377971,Alice,09983479020,,Los Angeles,2023-09-25,Books,10000.0,paypal
796015,Bob,09205705043,,Los Angeles,2023-10-05,Groceries,,debit card
550876,Frank,09173037263,89.0,Houston,2023-08-13,Electronics,10000.0,paypal
332398,Bob,09988515559,,New York,2023-07-26,Groceries,,debit card
831339,Grace,09980396326,,Chicago,2023-09-04,Toys,,credit card 
577105,Eva,09179469844,,New York,2023-01-06,Groceries,,cash
518314,Bob,09179867157,,New York,2023-02-06,Electronics,331.25,
208642,Eva,09457440777,,Miami,2023-10-31,Home & Kitchen,,paypal
211663,Frank,09356457657,,San Francisco,2023-03-12,Toys,,paypal
930859,Eva,09202177331,,San Francisco,2023-03-02,Sports,,credit card 
599336,Henry,09352636453,,San Francisco,,Sports,,credit card
873497,Charlie,09987001715,,San Francisco,2023-05-01,Home & Kitchen,,credit card
509364,Henry,09204738020,,Chicago,,Clothing,,debit card
408292,Henry,09459420157,59.0,Los Angeles,2023-04-02,Books,206.0,debit card
965226,Charlie,09359068495,,Los Angeles,,Sports,,paypal
612323,Frank,09358691732,,Seattle,2023-12-13,Clothing,,cash
875012,Henry,09988823856,,Miami,2023-11-25,Electronics,,
661934,Grace,09457893020,,Chicago,2023-07-30,Clothing,,
318412,Alice,09986488319,,,,Home & Kitchen,,debit card
918861,Charlie,09459579936,,Chicago,2023-03-10,Toys,126.36,cash
274818,Frank,09179880238,,Seattle,2023-04-10,Toys,,debit card
109502,Alice,09200090780,68.0,Seattle,2023-04-27,Electronics,,credit card 
580460,Frank,09459209147,,Seattle,2023-07-06,Toys,,cash
861564,David,09354149659,,Los Angeles,2023-01-16,Home & Kitchen,,paypal
230255,Alice,09988256108,,Seattle,,Home & Kitchen,10000.0,cash
113764,Henry,09201110991,,Chicago,2023-12-11,Home & Kitchen,449.58,paypal
227035,Alice,09455766998,90.0,Houston,2023-06-17,Sports,473.91,
523824,Alice,09200498819,,Seattle,2023-05-16,Groceries,,paypal
340764,Alice,09451640045,,Houston,2023-08-31,Electronics,,debit card
349104,Charlie,09982757101,,Houston,2023-02-01,Sports,,credit card
977119,Henry,09178444789,,Los Angeles,2023-12-29,Sports,,credit card 
335020,Charlie,09202565068,,San Francisco,2023-04-06,Toys,,debit card
923052,David,09171509048,,Chicago,2023-03-06,Sports,,credit card
120284,David,09170251062,,Seattle,2023-01-12,Sports,,paypal
553384,Frank,09358720616,,Houston,2023-04-10,Sports,10000.0,debit card
497390,Charlie,09208712175,,Los Angeles,2023-02-06,Home & Kitchen,,cash
823016,Alice,09200914523,,Chicago,2023-07-30,Toys,,paypal
919213,Henry,09178268726,87.0,New York,2023-09-12,Books,,credit card 
286241,Bob,09454768535,,San Francisco,2023-12-28,Books,,debit card
892343,Grace,09207759153,,San Francisco,,Electronics,,paypal
392523,Eva,09208930845,,Chicago,,Home & Kitchen,,paypal
260462,Bob,09983043613,34.0,New York,2023-01-09,Clothing,,paypal
234905,Henry,09171525610,,,2023-08-14,Sports,,paypal
113482,Henry,09457814313,,New York,2023-03-26,Toys,10000.0,paypal
902738,David,09987218024,59.0,Los Angeles,2023-02-01,Toys,176.05,paypal
664317,Charlie,09459388752,,Miami,2023-11-07,Electronics,,credit card
800984,Grace,09173991193,84.0,Seattle,2023-11-16,Groceries,400.55,cash
171372,Bob,09200503694,,Miami,,Clothing,,paypal
427081,Eva,09988463784,,Chicago,2023-09-23,Books,,cash
213325,Bob,09353984598,,Los Angeles,2023-10-29,Clothing,,credit card
720054,Bob,09354632348,,New York,2023-05-28,Clothing,,cash
744577,Grace,09359503951,,Chicago,2023-10-23,Books,,cash
336196,Charlie,09209298106,,Miami,2023-02-06,Groceries,,paypal
562394,Grace,09176304882,,San Francisco,2023-05-28,Electronics,,cash
265461,Alice,09172265482,,Chicago,,Clothing,,credit card
329356,Frank,09988143505,,New York,2023-03-08,Clothing,,credit card 
330970,Henry,09989730046,,San Francisco,2023-12-31,Sports,,credit card
785508,Eva,09450389477,89.0,Los Angeles,2023-11-08,Groceries,10000.0,credit card
433942,Henry,09204454784,30.0,Houston,2023-07-26,Sports,,credit card
817813,Charlie,09354491643,,Los Angeles,2023-06-11,Electronics,,
762023,Eva,09356098077,82.0,New York,2023-10-12,Groceries,10000.0,
557171,Grace,09454784588,,,,Electronics,,debit card
987706,Henry,09981186114,38.0,Seattle,,Groceries,10000.0,debit card
864794,Alice,09178675537,,Seattle,2023-03-01,Toys,,
939089,Bob,09201627593,,Houston,,Toys,10000.0,
481832,Eva,09981814544,,Houston,,Books,,cash
765365,Bob,09453153798,38.0,San Francisco,2023-06-06,Books,301.78,paypal
795107,Eva,09172187040,,Houston,2023-03-26,Groceries,59.82,credit card 
798583,Henry,09209153361,,New York,2023-08-01,Home & Kitchen,,
821589,Charlie,09983273081,,New York,2023-04-20,Home & Kitchen,,paypal
835451,Bob,09350434792,,Los Angeles,,Home & Kitchen,,paypal
961859,Frank,09179079820,,Seattle,2023-11-06,Books,401.09,paypal
777228,Henry,09201803370,,Houston,2023-06-07,Books,10000.0,paypal
802166,Alice,09459833710,,Chicago,2023-07-08,Electronics,,
735192,Alice,09986585027,52.0,Seattle,,Sports,,debit card
760997,Eva,09359804164,,Seattle,2023-09-09,Toys,,paypal
914484,Grace,09358782777,,Miami,2023-05-29,Electronics,,paypal
366102,Charlie,09357047464,,Chicago,2023-04-12,Groceries,10000.0,
623897,Frank,09200254053,,Seattle,2023-06-30,Books,,cash
975389,Grace,09988537171,,Chicago,2023-08-01,Electronics,,paypal
266385,Bob,09355812801,,Houston,,Electronics,,cash
399035,Eva,09178163312,53.0,Los Angeles,2023-07-06,Sports,,debit card
874888,Bob,09980233516,,San Francisco,,Sports,,paypal
845599,Bob,09456017261,,San Francisco,2023-11-30,Electronics,,
854265,Charlie,09984936570,,Seattle,2023-07-30,Toys,10000.0,cash
350883,Charlie,09203420021,,New York,2023-04-09,Toys,,cash
226901,Frank,09201488445,,Houston,2023-08-07,Electronics,183.73,credit card
764905,Frank,09356858979,,Miami,2023-04-10,Electronics,10000.0,
959120,David,09456210356,,Los Angeles,2023-02-01,Toys,,cash
891421,Alice,09354580540,,San Francisco,2023-07-30,Books,,credit card
291866,David,09209594383,,Los Angeles,2023-04-05,Electronics,,paypal
710485,David,09456284624,,Chicago,2023-07-24,Groceries,10000.0,credit card
814997,Bob,09451153710,,San Francisco,2023-08-13,Electronics,,paypal
383096,David,09178466156,,,2024-01-01,Electronics,,paypal
221289,Henry,09207815215,,Houston,2023-07-22,Clothing,,credit card
843512,David,09175742378,36.0,Miami,,Groceries,10000.0,paypal
315784,Bob,09986786613,,Houston,2023-12-19,Groceries,,credit card 
700983,David,09359912589,,Miami,2023-11-19,Groceries,,cash
308567,Grace,09204418451,,Houston,2023-03-06,Books,,credit card
387568,David,09980057088,,Miami,2023-12-06,Toys,,
632906,Frank,09205548618,,Seattle,2023-09-17,Groceries,,debit card
688996,Charlie,09352441878,,Los Angeles,2023-02-07,Clothing,10000.0,debit card
596743,Frank,09202999431,72.0,Los Angeles,,Books,,cash
816384,Charlie,09351387559,,Miami,2023-02-15,Toys,,credit card 
546933,Charlie,09981087052,,Los Angeles,,Home & Kitchen,,cash
375388,Henry,09207133784,,,2024-01-01,Clothing,,credit card
295507,Eva,09981357139,,Los Angeles,2023-11-17,Groceries,,paypal
968158,David,09352474168,,Miami,,Clothing,,credit card 
776411,David,09355333193,,Chicago,2023-06-08,Sports,,debit card
836447,Frank,09204840033,58.0,Miami,2023-06-02,Sports,10000.0,cash
336682,Eva,09170237567,,Los Angeles,2023-08-31,Groceries,,credit card 
708350,Frank,09354424826,,Houston,2023-08-16,Sports,,paypal
431740,Frank,09203320668,,Chicago,,Groceries,10000.0,paypal
437190,Bob,09356437798,,Miami,,Sports,,debit card
736318,Bob,09207393452,,San Francisco,2023-08-14,Sports,10000.0,debit card
551546,Charlie,09201560349,,San Francisco,2023-07-06,Toys,10000.0,debit card
160213,Henry,09206934159,46.0,Los Angeles,2023-06-07,Electronics,,
607546,Frank,09171152654,,Seattle,2023-03-09,Toys,10000.0,debit card
784384,Frank,09351608227,,Miami,2023-09-13,Home & Kitchen,,debit card
398191,Alice,09358188208,,Los Angeles,2023-11-26,Home & Kitchen,10000.0,debit card
283866,Charlie,09359035448,45.0,San Francisco,2023-10-15,Electronics,,debit card
723340,Frank,09358133648,,,2023-07-09,Home & Kitchen,10000.0,paypal
911125,Bob,09209761536,,,2023-01-23,Electronics,,
506542,Charlie,09357350649,25.0,Miami,2023-05-03,Sports,,cash
462749,Eva,09356476199,,Chicago,2023-05-28,Books,,debit card
692936,David,09980433987,,Seattle,2023-08-11,Books,406.84,
288604,Bob,09205479386,,Houston,2023-06-22,Clothing,,credit card 
103144,Eva,09988507572,,Seattle,2023-09-06,Home & Kitchen,188.98,cash
320001,Frank,09982189129,87.0,Los Angeles,2023-07-15,Books,288.78,paypal
809024,Eva,09201998871,,,2023-12-15,Books,205.12,debit card
101670,Eva,09209095299,,Houston,,Sports,,cash
208111,Alice,09170413314,,San Francisco,2023-04-18,Toys,,credit card
204800,Eva,09988628396,,Los Angeles,2023-03-01,Clothing,,cash
752353,Henry,09981474994,,Houston,2023-03-08,Toys,,
840478,Bob,09358790271,,Los Angeles,2023-02-28,Groceries,,debit card
118443,Charlie,09452506123,,San Francisco,,Sports,414.71,cash
807321,Bob,09353453824,,,2023-03-25,Electronics,44.28,credit card 
940226,Frank,09982127863,,San Francisco,2023-03-08,Electronics,,debit card
172598,Henry,09176488224,38.0,Seattle,,Toys,,debit card
856182,Henry,09359747112,,Houston,2023-06-16,Home & Kitchen,,credit card 
584136,Charlie,09172207770,,Chicago,2023-07-06,Clothing,,paypal
947013,Charlie,09983390896,,Houston,2023-10-11,Toys,,paypal
615523,Alice,09206063459,,Seattle,2023-05-07,Books,,cash
303698,Charlie,09179694649,,Seattle,2023-02-15,Electronics,,credit card
860659,Frank,09177484088,,Seattle,2023-01-19,Sports,,debit card
804949,Grace,09172421530,40.0,San Francisco,,Groceries,,paypal
929672,Grace,09987774892,,Chicago,,Electronics,368.69,debit card
714777,Grace,09204953354,,San Francisco,2023-03-19,Toys,10000.0,credit card 
712207,Alice,09209244244,,Los Angeles,2023-02-24,Toys,339.73,debit card
529219,Alice,09451478763,,Chicago,,Clothing,,paypal
612512,David,09176054701,,Houston,2023-02-23,Groceries,,credit card
866014,Frank,09172572556,,Miami,2023-02-07,Clothing,,debit card
846102,Henry,09980161868,71.0,,2023-02-22,Toys,,cash
599484,Bob,09983020131,29.0,San Francisco,2023-04-11,Groceries,,credit card 
700519,Grace,09454690878,,Los Angeles,2023-12-08,Clothing,10000.0,debit card
818151,Alice,09202798212,81.0,Miami,,Home & Kitchen,10000.0,cash
856302,Bob,09454320273,,Seattle,2023-11-15,Toys,,paypal
167816,David,09456022275,63.0,Houston,2023-09-21,Groceries,,debit card
741481,Frank,09981411207,,Miami,2023-09-03,Toys,259.34,debit card
272813,Grace,09982216199,,Chicago,,Electronics,,credit card
657059,Bob,09450496247,,Los Angeles,2023-02-26,Home & Kitchen,,debit card
975855,Grace,09355218894,,Miami,,Electronics,,cash
920246,Grace,09209879684,,Los Angeles,2023-05-28,Toys,10000.0,debit card
886942,Eva,09451436742,,New York,2023-08-08,Toys,448.7,debit card
528864,Alice,09983730850,50.0,Miami,2023-06-22,Home & Kitchen,,credit card 
359686,David,09205516144,84.0,New York,,Electronics,10000.0,cash
738763,Bob,09450760501,,Miami,2023-05-05,Home & Kitchen,490.32,
689498,Henry,09355324551,60.0,Seattle,2023-08-06,Groceries,,credit card 
154922,David,09208424622,,Los Angeles,2023-12-15,Groceries,,
235922,Frank,09358183499,,Chicago,,Electronics,,debit card
625508,Eva,09455740639,,Houston,,Home & Kitchen,,credit card 
403000,Grace,09451527193,,Miami,,Electronics,,paypal
957180,Eva,09450343041,,Houston,2023-04-28,Sports,,paypal
883096,David,09452787824,76.0,New York,,Sports,10000.0,paypal
307376,Bob,09352117371,,Seattle,2023-11-17,Groceries,297.15,paypal
291490,Charlie,09201293825,,Houston,2023-03-22,Home & Kitchen,10000.0,
722100,David,09989743474,,Chicago,2023-03-05,Groceries,10000.0,debit card
487155,David,09202215271,,Miami,2023-04-06,Home & Kitchen,,credit card
414866,Bob,09206183614,,Seattle,2023-02-18,Toys,,paypal
837144,Charlie,09206101683,,Houston,,Sports,192.46,credit card
896480,Henry,09983057181,,Miami,2023-10-16,Home & Kitchen,,paypal
229795,Charlie,09359138752,,New York,2023-03-09,Sports,,credit card
120899,Grace,09357848248,,Houston,2023-05-06,Sports,,
198188,Charlie,09200487150,74.0,New York,2023-03-27,Sports,,debit card
335540,Grace,09354443967,,Houston,2023-03-13,Electronics,,credit card
895368,Charlie,09356758720,,Miami,,Books,,
624150,Henry,09173315538,,Miami,2023-08-06,Books,,paypal
298060,Alice,09172424354,88.0,Miami,2023-02-11,Toys,,paypal
545281,Eva,09201014938,83.0,San Francisco,2023-03-08,Toys,216.23,paypal
771212,David,09172808865,,San Francisco,2023-05-01,Home & Kitchen,,paypal
607883,Eva,09203030795,,,2023-10-06,Electronics,,credit card
493822,Alice,09205485482,,New York,2023-08-14,Groceries,,paypal
387203,Henry,09458695166,,San Francisco,,Groceries,,paypal
545329,Bob,09981812953,,Houston,2023-07-11,Home & Kitchen,,
803077,Charlie,09205382338,45.0,New York,2023-04-25,Toys,10000.0,paypal
294880,Eva,09205171880,,Seattle,2023-04-11,Clothing,478.78,cash
488994,Alice,09201385724,,,2023-07-04,Home & Kitchen,,cash
398860,David,09454566809,,San Francisco,2023-04-10,Toys,,credit card 
