Transaction ID,Customer Name,Email,Age,City,Transaction Date,Product Category,Amount ($),Payment Method,Review
551546,Charlie,0920()156.0349,150,San Fransisco,07/06/2023,Toys,10000,Debit Card,!!!Extra punctuation???
160213,   Henry,+63 920 693()4159,46,Los Angeles,"June 07, 2023",Electrnics,three hundred,,Text with$pecial@charact3rs!
607546, frank ,+63 917()115 2654,150,Seattl,2023-03-09,Toyss,10000,Debit Card, This is a   sample review.  
784384, frank ,+63 935.160()8227,twenty,Miami,13/09/2023,Hme & Kitchen,-50,Debit Card,Text with$pecial@charact3rs!
398191, Alice ,+63 935()818()8208,-5,Los Angeles,2023-11-26,Hme & Kitchen,10000,Debit Card,   lots   of   spaces   here  
283866,Charlie,0935 903-5448,45,San Fransisco,"October 15, 2023",Electrnics,three hundred,Debit Card,Some RANDOM capitalization issueS
723340, frank ,+63 935 813()3648,,,"July 09, 2023",Home & Kitchen,10000,PayPal,"Messy,   text with   spaces!"
911125, Bob ,0920.976.1536,150,,2023-01-23,Electrnics,,,Some RANDOM capitalization issueS
506542,Charlie,0935 735-0649,25,Miami,2023-05-03,Sprts,,CASH,Some RANDOM capitalization issueS
462749,Eva  ,0935647.6199,,Chicago,28/05/2023,Boks,-50,Debit Card,
692936,  David,+63 998-043 3987,150,Seattle,2023-08-11,Books,406.84418720295554,,   lots   of   spaces   here  
288604, Bob ,+63 920-547.9386,,Houston,2023-06-22,Clothing,1K,credit card ,Data cleaning is necessary...
103144,Eva  ,+63 998850()7572,,Seattle,2023-09-06,Home & Kitchen,188.97562399544844,Cash,
320001, frank ,0998-218-9129,87,Los Angeels,2023-07-15,Books,288.7824989526974,paypal,Some RANDOM capitalization issueS
809024,Eva  ,+63 920 199 8871,-5,,"December 15, 2023",Boks,205.11766327113284,Debit Card,
101670,Eva  ,0920-909-5299,150,Houston,,Sprts,,CASH,
208111, Alice ,+63 917()0413314,-5,San Francisco,2023-04-18,Toys,,Credit Card,Data cleaning is necessary...
204800,Eva  ,+63 998862()8396,,Los Angeles,2023-03-01,Clothng,1K,Cash,
752353,   Henry,+63 998 147-4994,twenty,Huston,03/08/2023,Toyss,,,"Messy,   text with   spaces!"
840478, Bob ,+63 935-879()0271,twenty,Los Angeels,"February 28, 2023",Groceries,1K,debit_card,"Messy,   text with   spaces!"
118443,Charlie,0945 250-6123,-5,San Francisco,,Sports,414.70519582176695,Cash,!!!Extra punctuation???
807321, Bob ,+63 935345 3824,150,,25/03/2023,Electrnics,44.28380725833384,credit card ,
940226, frank ,+63 998 212-7863,150,San Fransisco,"March 08, 2023",Electrnics,1K,Debit Card,Some RANDOM capitalization issueS
172598,   Henry,+63 917 648 8224,38,Seattl,,Toyss,three hundred,debit_card,Text with$pecial@charact3rs!
856182,   Henry,+63 935-974 7112,twenty,Huston,16/06/2023,Home & Kitchen,1K,credit card ,
584136,Charlie,+63 917()220-7770,-5,Chicago,2023-07-06,Clothng,,paypal,   lots   of   spaces   here  
947013,Charlie,0998-3390896,,Huston,"October 11, 2023",Toyss,-50,paypal,
615523, Alice ,0920-606-3459,150,Seattl,"May 07, 2023",Boks,-50,Cash,
303698,Charlie,0917 9694649,150,Seattl,"February 15, 2023",Electrnics,,Credit Card,Some RANDOM capitalization issueS
860659, frank ,0917.748.4088,-5,Seattl,"January 19, 2023",Sports,,debit_card,"Messy,   text with   spaces!"
804949,Grace,0917.2421530,40,San Fransisco,,Groceries,-50,PayPal,Text with$pecial@charact3rs!
929672,Grace,+63 998 777 4892,150,Chcago,,Electronics,368.6854762674723,debit_card,Some RANDOM capitalization issueS
714777,Grace,+63 920 495-3354,150,San Francisco,2023-03-19,Toyss,10000,credit card ,!!!Extra punctuation???
712207, Alice ,+63 920 924.4244,,Los Angeles,"February 24, 2023",Toyss,339.7346351762054,debit_card,Text with$pecial@charact3rs!
529219, Alice ,+63 945()147-8763,,Chcago,,Clothing,,paypal,Some RANDOM capitalization issueS
612512,  David,+63 917()6054701,-5,Huston,2023-02-23,Grocereis,,Credit Card,
866014, frank ,0917257 2556,,Maimi,"February 07, 2023",Clothing,,debit_card, This is a   sample review.  
846102,   Henry,0998.0161868,71,,"February 22, 2023",Toyss,-50,Cash,
599484, Bob ,+63 998 302 0131,29,San Francisco,2023-04-11,Groceries,-50,credit card ,
700519,Grace,0945-469 0878,-5,Los Angeles,2023-12-08,Clothing,10000,debit_card,"Messy,   text with   spaces!"
818151, Alice ,+63 920.2798212,81,Miami,,Home & Kitchen,10000,CASH,"Messy,   text with   spaces!"
856302, Bob ,+63 945 432()0273,,Seattle,2023-11-15,Toys,three hundred,PayPal,
167816,  David,0945()602-2275,63,Huston,"September 21, 2023",Grocereis,1K,debit_card,   lots   of   spaces   here  
741481, frank ,+63 998.1411207,,Maimi,09/03/2023,Toyss,259.33933199292943,Debit Card,
272813,Grace,0998.221-6199,twenty,Chicago,,Electronics,,Credit Card,"Messy,   text with   spaces!"
657059, Bob ,+63 945 049()6247,twenty,Los Angeels,2023-02-26,Home & Kitchen,1K,debit_card, This is a   sample review.  
975855,Grace,+63 935()5218894,,Miami,,Electronics,,Cash,!!!Extra punctuation???
920246,Grace,0920987()9684,-5,Los Angeles,2023-05-28,Toys,10000,debit_card,Data cleaning is necessary...
886942,Eva  ,0945()1436742,-5,New York,08/08/2023,Toys,448.7049858356191,Debit Card,!!!Extra punctuation???
528864, Alice ,+63 998 3730850,50,Miami,22/06/2023,Hme & Kitchen,-50,credit card ,Some RANDOM capitalization issueS
359686,  David,0920 551.6144,84,Nw York,,Electrnics,10000,Cash,
738763, Bob ,+63 945076()0501,150,Maimi,"May 05, 2023",Home & Kitchen,490.3194349704624,, This is a   sample review.  
689498,   Henry,0935()532 4551,60,Seattl,"August 06, 2023",Groceries,,credit card ,
154922,  David,+63 920.842-4622,,Los Angeels,2023-12-15,Grocereis,,,   lots   of   spaces   here  
235922, frank ,+63 935-818()3499,,Chcago,,Electronics,,debit_card, This is a   sample review.  
625508,Eva  ,0945.574 0639,,Houston,,Hme & Kitchen,1K,credit card ,Data cleaning is necessary...
403000,Grace,+63 945 152 7193,,Maimi,,Electronics,three hundred,PayPal,Some RANDOM capitalization issueS
957180,Eva  ,+63 945()0343041,150,Huston,"April 28, 2023",Sprts,1K,paypal, This is a   sample review.  
883096,  David,0945 278 7824,76,Nw York,,Sprts,10000,PayPal,
307376, Bob ,0935 211.7371,,Seattl,2023-11-17,Grocereis,297.14702383184493,paypal,!!!Extra punctuation???
291490,Charlie,+63 920129.3825,twenty,Houston,"March 22, 2023",Hme & Kitchen,10000,,
722100,  David,0998974()3474,twenty,Chicago,03/05/2023,Grocereis,10000,debit_card,   lots   of   spaces   here  
487155,  David,0920 221()5271,,Miami,2023-04-06,Hme & Kitchen,,Credit Card,!!!Extra punctuation???
414866, Bob ,0920()618 3614,-5,Seattle,"February 18, 2023",Toys,-50,paypal, This is a   sample review.  
837144,Charlie,0920.610.1683,,Huston,,Sports,192.4647703309607,Credit Card,
896480,   Henry,0998.305-7181,,Miami,16/10/2023,Home & Kitchen,1K,PayPal,Text with$pecial@charact3rs!
229795,Charlie,0935 9138752,,New York,03/09/2023,Sports,-50,Credit Card,
120899,Grace,+63 935 784 8248,,Huston,05/06/2023,Sports,1K,,"Messy,   text with   spaces!"
198188,Charlie,0920.0487150,74,New York,"March 27, 2023",Sports,three hundred,Debit Card,
335540,Grace,0935()444 3967,-5,Houston,2023-03-13,Electronics,,Credit Card,Some RANDOM capitalization issueS
895368,Charlie,0935.6758720,,Miami,,Boks,-50,,   lots   of   spaces   here  
624150,   Henry,09173315538,150,Miami,08/06/2023,Boks,1K,PayPal,!!!Extra punctuation???
298060, Alice ,+63 917()242-4354,88,Miami,2023-02-11,Toys,1K,paypal,
545281,Eva  ,+63 920 101.4938,83,San Fransisco,2023-03-08,Toyss,216.22626363325827,paypal,!!!Extra punctuation???
771212,  David,0917-280-8865,150,San Fransisco,05/01/2023,Hme & Kitchen,1K,paypal,
607883,Eva  ,+63 920()303-0795,-5,,"October 06, 2023",Electrnics,,Credit Card,Some RANDOM capitalization issueS
493822, Alice ,+63 920 5485482,-5,New York,"August 14, 2023",Groceries,,paypal,
387203,   Henry,+63 945.869 5166,-5,San Francisco,,Groceries,,PayPal, This is a   sample review.  
545329, Bob ,0998-181-2953,twenty,Houston,"July 11, 2023",Hme & Kitchen,-50,,"Messy,   text with   spaces!"
803077,Charlie,0920.538 2338,45,New York,2023-04-25,Toyss,10000,PayPal,
294880,Eva  ,+63 920 517 1880,150,Seattl,2023-04-11,Clothing,478.7791730503831,CASH,Data cleaning is necessary...
488994, Alice ,+63 920 138.5724,twenty,,2023-07-04,Home & Kitchen,,Cash,Text with$pecial@charact3rs!
398860,  David,0945-456()6809,,San Francisco,2023-04-10,Toys,,credit card ,
191972,Eva  ,+63 935-0938097,twenty,Los Angeles,08/08/2023,Toys,three hundred,,!!!Extra punctuation???
382017,Grace,0935650.3589,-5,Nw York,"October 03, 2023",Electrnics,1K,PayPal,Some RANDOM capitalization issueS
568314,   Henry,0917.473 5141,150,Seattl,"January 31, 2023",Electronics,,CASH,Some RANDOM capitalization issueS
903637, Bob ,0945()072 9261,,Seattle,"November 15, 2023",Toyss,,, This is a   sample review.  
698548,Eva  ,0920 773-3007,-5,Huston,"July 25, 2023",Electrnics,10000,Cash,!!!Extra punctuation???
506595,  David,0998()5833794,twenty,,17/07/2023,Toys,,PayPal,"Messy,   text with   spaces!"
212766,   Henry,0920.247.9397,-5,Huston,,Electrnics,1K,credit card ,"Messy,   text with   spaces!"
670561,  David,+63 935()007 7636,-5,Los Angeles,2023-12-10,Sports,,credit card ,!!!Extra punctuation???
584023, Alice ,+63 945()843.7974,,San Fransisco,,Clothng,1K,Credit Card,Data cleaning is necessary...
150839,Eva  ,0917 752()3717,twenty,Chicago,03/12/2023,Toys,21.572884735974835,Debit Card,   lots   of   spaces   here  
507090, frank ,0998.103.2680,61,San Francisco,2023-02-07,Electrnics,,Credit Card,   lots   of   spaces   here  
289325, Alice ,+63 920()500.0933,twenty,Seattl,,Clothing,417.84108351267804,debit_card,"Messy,   text with   spaces!"
395194,   Henry,0998645.0775,,Chcago,02/01/2023,Hme & Kitchen,128.857134024893,Debit Card,Some RANDOM capitalization issueS
733906,  David,0998()288 2006,-5,,2023-04-10,Clothng,,paypal,Text with$pecial@charact3rs!
161298, Bob ,+63 945()737.6796,150,,,Hme & Kitchen,,,!!!Extra punctuation???
180128,   Henry,+63 935-927 6779,twenty,Chcago,2023-06-05,Sports,-50,credit card ,"Messy,   text with   spaces!"
696807,   Henry,0945 356-3887,twenty,Miami,2023-07-09,Sprts,384.2257118367305,Debit Card,!!!Extra punctuation???
759764,   Henry,+63 917.7566681,,Seattl,"March 31, 2023",Home & Kitchen,-50,credit card ,Text with$pecial@charact3rs!
498900,Eva  ,0917-929.1411,37,New York,"November 07, 2023",Clothng,-50,debit_card,Text with$pecial@charact3rs!
812092,  David,+63 945 989()7288,twenty,San Fransisco,"December 21, 2023",Home & Kitchen,,Cash,Some RANDOM capitalization issueS
723536, frank ,+63 945-610 6292,37,Miami,2023-05-06,Toys,1K,Credit Card, This is a   sample review.  
431335,Grace,0935 6561974,,San Francisco,"June 22, 2023",Sprts,,debit_card, This is a   sample review.  
454229, Alice ,0998()2694156,,Seattle,"July 02, 2023",Sports,1K,debit_card,
803036, frank ,0917.873()3006,twenty,Los Angeels,29/08/2023,Toyss,,PayPal,Data cleaning is necessary...
714141,Grace,+63 935()2916390,-5,Chicago,01/12/2023,Books,1K,credit card ,
312967,  David,+63 920-966 7302,twenty,Miami,04/01/2023,Home & Kitchen,,CASH, This is a   sample review.  
981723, Bob ,+63 935.130()5723,,Seattle,"June 04, 2023",Boks,22.61888869878131,credit card ,Some RANDOM capitalization issueS
950608, frank ,0917933 6779,twenty,Houston,"June 25, 2023",Groceries,388.2878330486889,debit_card,!!!Extra punctuation???
412097, Bob ,0998()464.8686,twenty,Chicago,2023-07-08,Electrnics,1K,debit_card,Some RANDOM capitalization issueS
897726,   Henry,0945.985 2904,twenty,Los Angeels,,Groceries,1K,paypal,"Messy,   text with   spaces!"
892688,  David,+63 998.202.1780,twenty,Huston,"October 21, 2023",Groceries,three hundred,credit card ,!!!Extra punctuation???
718885, Bob ,0945 324.8643,,Los Angeels,2023-10-18,Boks,,,Text with$pecial@charact3rs!
851304,   Henry,0935861.7939,,Houston,09/07/2023,Sprts,-50,Cash, This is a   sample review.  
473873,Grace,0935.744.6852,twenty,Seattle,16/02/2023,Sports,492.0017173168831,Cash,Text with$pecial@charact3rs!
371797, Bob ,+63 920 260()7608,-5,Chcago,22/02/2023,Grocereis,1K,PayPal, This is a   sample review.  
259691,   Henry,0917 059-0304,84,Miami,2023-12-16,Electrnics,three hundred,CASH,   lots   of   spaces   here  
639156,  David,+63 917()507 6383,-5,Huston,2023-02-27,Toyss,10000,Cash,
538252,Grace,0935.5745241,,Los Angeels,2023-04-30,Toyss,1K,Credit Card, This is a   sample review.  
854377, Bob ,+63 945()875-3013,twenty,San Fransisco,"March 06, 2023",Books,1K,,
590738, frank ,+63 920020-3922,,Houston,,Books,,credit card ,Some RANDOM capitalization issueS
984229,Grace,+63 945.445 9706,twenty,Los Angeles,16/11/2023,Books,,paypal,"Messy,   text with   spaces!"
478684, Alice ,+63 917()934 8009,twenty,,,Sprts,,Debit Card,Some RANDOM capitalization issueS
704270, frank ,0998-110()6475,-5,Chcago,2023-01-11,Toyss,1K,Cash,
452959,  David,+63 917.644-4375,twenty,New York,"July 29, 2023",Boks,,CASH,   lots   of   spaces   here  
681217,Grace,0998.1294652,-5,Chicago,2023-11-24,Groceries,10000,CASH,
353755, Bob ,+63 917()939.9306,twenty,Miami,2023-04-04,Books,three hundred,credit card ,
414564,Grace,0917-183.0572,twenty,,,Sports,348.60422416078575,Credit Card,!!!Extra punctuation???
446513, Alice ,0935909-2619,twenty,Miami,2023-05-31,Home & Kitchen,1K,credit card ,Some RANDOM capitalization issueS
342330,Eva  ,0920 392 5875,68,Houston,11/09/2023,Sports,,,
497060,  David,0945 880-8694,46,Huston,2023-06-22,Hme & Kitchen,three hundred,Cash,
939530,Charlie,0945()6955891,,Maimi,2023-05-13,Toys,three hundred,paypal,Data cleaning is necessary...
662119, Alice ,0917 468()0285,,Los Angeles,2023-09-18,Sports,three hundred,CASH, This is a   sample review.  
503774, Alice ,+63 935.2688085,,Los Angeles,"May 19, 2023",Hme & Kitchen,288.83681194533875,Debit Card, This is a   sample review.  
339204,Eva  ,+63 920()777 0905,twenty,San Fransisco,2023-05-03,Hme & Kitchen,1K,debit_card,Data cleaning is necessary...
104334, frank ,0920031()9549,twenty,Los Angeels,03/01/2023,Sprts,three hundred,debit_card,"Messy,   text with   spaces!"
658418, Alice ,0935()781()4769,,Huston,"December 26, 2023",Electronics,1K,credit card ,Text with$pecial@charact3rs!
712908,   Henry,0998 181 0012,,Los Angeels,24/06/2023,Groceries,203.2350156036032,credit card ,Text with$pecial@charact3rs!
743492,Grace,+63 920 363.6386,twenty,New York,"May 25, 2023",Hme & Kitchen,,CASH,"Messy,   text with   spaces!"
873992,Grace,0945()600 5556,twenty,Los Angeles,"March 21, 2023",Books,10000,,Some RANDOM capitalization issueS
475489,  David,0935 756()3541,45,Chcago,,Books,-50,Credit Card,!!!Extra punctuation???
715438, Alice ,+63 998.099.1119,78,Maimi,2023-10-19,Sports,10000,Debit Card,!!!Extra punctuation???
787633, Alice ,0935 298.0322,twenty,San Francisco,22/03/2023,Toys,-50,paypal,Data cleaning is necessary...
571892, Bob ,+63 917853()9224,28,New York,,Hme & Kitchen,,credit card ,"Messy,   text with   spaces!"
587649, Bob ,+63 917.278-5715,,,2023-09-12,Electrnics,,credit card ,"Messy,   text with   spaces!"
947840,Charlie,0998-162-9810,,New York,"June 13, 2023",Toyss,471.4108832347438,Cash,Data cleaning is necessary...
981747,Grace,+63 945-893()2061,150,Los Angeels,31/01/2023,Toys,409.87210238991025,credit card ,"Messy,   text with   spaces!"
527992, Bob ,+63 945()5896120,150,Seattl,11/12/2023,Grocereis,,Cash, This is a   sample review.  
481279, Bob ,0945.795-9574,,New York,"January 18, 2023",Groceries,three hundred,Cash,
167759, Alice ,0920()566.7547,44,Miami,"July 05, 2023",Boks,three hundred,Cash,Some RANDOM capitalization issueS
239022, Alice ,0917-396()1700,-5,Nw York,"January 02, 2023",Toyss,,Credit Card,   lots   of   spaces   here  
343197,Grace,+63 945.893 6467,,Huston,06/02/2023,Toyss,10000,credit card ,Some RANDOM capitalization issueS
255496, Alice ,0935700()7103,,San Fransisco,"August 06, 2023",Home & Kitchen,three hundred,Debit Card,
841303,Charlie,0945()986 4351,150,Los Angeels,,Sports,,debit_card,Data cleaning is necessary...
275384, frank ,+63 920()099()0583,twenty,Houston,22/05/2023,Clothing,10000,Cash,   lots   of   spaces   here  
507342,Eva  ,+63 945151()6625,65,Maimi,2023-10-18,Home & Kitchen,,PayPal,
789218, Bob ,+63 945.720-9937,,San Francisco,21/07/2023,Clothing,1K,debit_card,!!!Extra punctuation???
306261,Eva  ,+63 920()211()4618,-5,Houston,2023-11-07,Books,,PayPal,Some RANDOM capitalization issueS
490139,Grace,0917.120 7231,twenty,Nw York,14/11/2023,Electronics,1K,Credit Card,Text with$pecial@charact3rs!
114615,   Henry,0935-211-7851,-5,Chicago,2023-12-20,Clothing,242.62145192092763,Credit Card,
508196, Bob ,+63 935.330()5988,,Houston,2023-01-05,Clothing,-50,paypal,!!!Extra punctuation???
800540,Charlie,+63 917.188()5049,150,Huston,14/07/2023,Groceries,,CASH,Data cleaning is necessary...
684008,   Henry,0920()760 6850,twenty,Los Angeels,2023-07-12,Clothng,-50,,   lots   of   spaces   here  
989907,   Henry,+63 998 381 2892,,Los Angeles,21/06/2023,Home & Kitchen,,Credit Card,Text with$pecial@charact3rs!
841209,Charlie,+63 945683.0460,150,Los Angeels,"August 07, 2023",Books,1K,CASH, This is a   sample review.  
108329, Bob ,+63 998 150.5870,-5,Miami,"March 30, 2023",Hme & Kitchen,-50,PayPal,Some RANDOM capitalization issueS
950299, Alice ,0998 3654030,twenty,Houston,22/06/2023,Electronics,1K,debit_card,
950141,Grace,+63 920398.7476,-5,Nw York,2023-09-20,Electrnics,-50,PayPal,"Messy,   text with   spaces!"
454937, frank ,0935-951-6284,twenty,San Francisco,2023-09-03,Clothng,three hundred,Cash,
359933, frank ,0917.502.9756,150,Chcago,"August 07, 2023",Electrnics,,CASH,"Messy,   text with   spaces!"
436369,  David,0935-470()5492,-5,Seattle,"June 05, 2023",Clothng,-50,CASH,
790250, Alice ,0998333()6418,twenty,Los Angeels,2023-07-14,Toyss,three hundred,credit card ,"Messy,   text with   spaces!"
662828, frank ,0945.190.3257,-5,,2023-12-14,Toys,,PayPal,Some RANDOM capitalization issueS
560142,Eva  ,0945-9424356,,Los Angeels,2023-12-06,Boks,1K,Credit Card,Data cleaning is necessary...
292123, Alice ,0935()9201475,,Seattl,"November 17, 2023",Electrnics,10000,debit_card,
490937,   Henry,+63 998-906()4744,twenty,San Francisco,2023-03-13,Home & Kitchen,,Cash,
247151,  David,0945.129 7389,-5,Seattle,,Books,10000,PayPal,"Messy,   text with   spaces!"
618670,  David,+63 945()294-8366,,Huston,2023-12-15,Toys,143.21140411313465,credit card ,
176878, Bob ,+63 920 5951256,twenty,Seattle,2023-01-22,Clothing,,credit card ,Data cleaning is necessary...
367407,Grace,0998690()2140,,San Francisco,,Sports,-50,Debit Card,Some RANDOM capitalization issueS
816339,   Henry,0945()5183982,,San Francisco,"March 22, 2023",Hme & Kitchen,10000,PayPal,Some RANDOM capitalization issueS
895458, Alice ,0945-627.8885,81,Huston,"May 01, 2023",Home & Kitchen,,PayPal,Data cleaning is necessary...
737735, Alice ,0920.640-4419,-5,Chcago,,Hme & Kitchen,,CASH,   lots   of   spaces   here  
488854,  David,+63 935()3211655,-5,Maimi,"February 26, 2023",Sprts,277.2071785907091,Debit Card, This is a   sample review.  
956653, Bob ,0998574-2808,-5,Seattle,05/10/2023,Home & Kitchen,-50,PayPal,   lots   of   spaces   here  
216042,Charlie,+63 998 199 5670,twenty,Huston,2023-10-23,Grocereis,1K,CASH,
712745, Bob ,+63 920.119.9331,80,Seattl,2023-03-22,Toys,,paypal,   lots   of   spaces   here  
406680,Grace,0920.2552149,-5,New York,2023-11-30,Sports,three hundred,Credit Card,!!!Extra punctuation???
617462,Eva  ,0945-597 6974,,Chicago,2023-01-06,Clothing,10000,paypal,
257377, Bob ,+63 998.704.8297,-5,Los Angeels,06/05/2023,Toyss,10000,PayPal,Text with$pecial@charact3rs!
947857,  David,0917()980.1463,-5,,"May 29, 2023",Books,140.7268503780663,Credit Card,Data cleaning is necessary...
485307,  David,+63 917-420.6951,-5,Seattl,10/06/2023,Clothng,10000,PayPal,Data cleaning is necessary...
411331, Alice ,0945.297()1747,,Los Angeels,17/01/2023,Grocereis,,Cash,!!!Extra punctuation???
474447, Bob ,0935()9002396,25,,03/01/2023,Grocereis,10000,paypal,Some RANDOM capitalization issueS
816698, Bob ,0945826-8458,,San Fransisco,2023-12-04,Electronics,,CASH,"Messy,   text with   spaces!"
878927,   Henry,09206052664,150,Chcago,"November 22, 2023",Sports,10000,Credit Card,
135717,Charlie,0945-371-3313,66,Los Angeles,"February 20, 2023",Electrnics,266.7371441197247,paypal,"Messy,   text with   spaces!"
371374,Charlie,0917-972.9097,twenty,Maimi,"May 08, 2023",Hme & Kitchen,-50,Credit Card, This is a   sample review.  
162910, frank ,0935-368 5702,,Houston,07/11/2023,Clothng,,,
284342,   Henry,0917()5005423,18,Los Angeles,"February 23, 2023",Sprts,,credit card ,Some RANDOM capitalization issueS
491993,   Henry,+63 920 697 4651,,,"April 20, 2023",Hme & Kitchen,1K,CASH,   lots   of   spaces   here  
877535,   Henry,0917()337 5880,twenty,Miami,2023-10-03,Grocereis,-50,CASH,Data cleaning is necessary...
484697, frank ,0945378()7910,,Chicago,"November 05, 2023",Hme & Kitchen,,Debit Card,Text with$pecial@charact3rs!
191629, Bob ,+63 920-344-1022,,San Fransisco,16/10/2023,Toys,,debit_card,"Messy,   text with   spaces!"
798596, Alice ,+63 917-266-4863,87,New York,2023-05-05,Boks,24.891575382222115,Credit Card,Some RANDOM capitalization issueS
988280,Eva  ,+63 998()367 7989,twenty,Los Angeels,"June 21, 2023",Toys,484.11446740196675,debit_card,   lots   of   spaces   here  
324289,  David,09205685667,-5,Huston,2023-12-29,Groceries,three hundred,debit_card,"Messy,   text with   spaces!"
340972,Charlie,0920325 4243,-5,Nw York,"January 07, 2023",Groceries,,paypal,
107016,Charlie,0945.615()6900,,Maimi,30/04/2023,Books,10000,PayPal,   lots   of   spaces   here  
268755, frank ,+63 920-8534784,,Nw York,2023-08-29,Sports,,credit card ,Data cleaning is necessary...
777947, Alice ,+63 935()302 0132,twenty,,18/02/2023,Home & Kitchen,,CASH,"Messy,   text with   spaces!"
193101, Bob ,0998-019.2205,150,Miami,,Sprts,,CASH,Data cleaning is necessary...
833868, Bob ,0998.3910538,-5,Seattle,2023-02-07,Hme & Kitchen,10000,PayPal,Data cleaning is necessary...
883684, Bob ,+63 9358769799,,Huston,,Home & Kitchen,,paypal,Some RANDOM capitalization issueS
488893,Grace,+63 945 520.8721,150,Houston,,Home & Kitchen,10000,Credit Card,Some RANDOM capitalization issueS
995297,   Henry,0917 083()4194,150,Chcago,,Hme & Kitchen,10000,paypal,"Messy,   text with   spaces!"
932206,Grace,+63 998-9540131,-5,Chicago,2023-09-04,Electronics,10000,,Text with$pecial@charact3rs!
147199,Eva  ,+63 945169 3241,,Los Angeels,"January 28, 2023",Clothng,,debit_card,!!!Extra punctuation???
484339, Alice ,+63 998-717.4712,,Seattl,2023-10-06,Toyss,,CASH,   lots   of   spaces   here  
516835,Grace,0920 0129467,,Los Angeles,21/05/2023,Groceries,,paypal,Some RANDOM capitalization issueS
939674, Bob ,0935 180-9693,,,16/08/2023,Sports,1K,paypal,Data cleaning is necessary...
518110, Bob ,09455925459,,Los Angeles,,Electrnics,three hundred,credit card ,
364222, frank ,+63 920 207-3658,,San Fransisco,20/11/2023,Home & Kitchen,10000,Cash,
860196,   Henry,+63 945-0594754,,Chcago,"November 02, 2023",Grocereis,1K,Cash,   lots   of   spaces   here  
828232, frank ,0998 132-7084,twenty,Seattl,30/10/2023,Clothng,476.2421284598609,paypal,   lots   of   spaces   here  
520380,Eva  ,+63 945-054.1830,,Chicago,2023-06-09,Clothing,-50,debit_card,Some RANDOM capitalization issueS
564482,Eva  ,0917-741 3621,twenty,Houston,19/10/2023,Home & Kitchen,17.621219901213706,Cash,Data cleaning is necessary...
704955,Grace,0917-248.3356,80,San Francisco,,Electrnics,1K,,!!!Extra punctuation???
885853, Alice ,+63 920877 8244,23,,"August 08, 2023",Groceries,1K,debit_card,Data cleaning is necessary...
148168, frank ,0917.9251578,-5,Chcago,,Clothng,-50,paypal,!!!Extra punctuation???
930911,Charlie,+63 935.9449175,twenty,Chicago,2024-01-01,Boks,1K,credit card ,
889938, Bob ,+63 917.416 7339,,San Francisco,20/11/2023,Clothing,10000,CASH, This is a   sample review.  
757285,  David,0917-368.3865,,San Fransisco,15/02/2023,Electrnics,,Debit Card,"Messy,   text with   spaces!"
811502,  David,+63 998 396-9009,,Los Angeels,29/11/2023,Sprts,10000,CASH,Text with$pecial@charact3rs!
781535,Eva  ,+63 945.637-1771,-5,Nw York,,Toys,10000,Debit Card,
638397, Bob ,+63 998 238-1499,,Maimi,28/01/2023,Sports,,PayPal,   lots   of   spaces   here  
213936, Bob ,+63 935 652()8908,twenty,,2023-12-13,Home & Kitchen,-50,CASH,Some RANDOM capitalization issueS
220039,Grace,0935 7653151,-5,Nw York,,Grocereis,three hundred,PayPal,
720619,Grace,0917 468.4637,89,Nw York,2023-01-26,Home & Kitchen,,debit_card,"Messy,   text with   spaces!"
615466, frank ,+63 998-659()7553,,Los Angeles,"June 06, 2023",Groceries,,debit_card,!!!Extra punctuation???
917609, Alice ,+63 917()130 9361,150,Chicago,18/09/2023,Books,10000,,"Messy,   text with   spaces!"
234785,  David,0998 252.2778,,Maimi,"April 21, 2023",Groceries,10000,paypal,Some RANDOM capitalization issueS
842375, Alice ,+63 920 840()4034,twenty,Seattle,,Clothing,23.05222388945391,paypal,Text with$pecial@charact3rs!
542566, Bob ,+63 945()678.8684,,New York,,Hme & Kitchen,248.44436747780205,credit card ,Text with$pecial@charact3rs!
528633, frank ,+63 945 9210315,150,Huston,"October 12, 2023",Electrnics,-50,paypal, This is a   sample review.  
156604, frank ,0920925.6931,,Los Angeels,"June 21, 2023",Grocereis,,Credit Card,Data cleaning is necessary...
242817, Alice ,+63 998346()0098,,,,Home & Kitchen,-50,PayPal,"Messy,   text with   spaces!"
169133,   Henry,+63 935.262()8661,77,Miami,"February 27, 2023",Hme & Kitchen,-50,Cash,!!!Extra punctuation???
892227, Alice ,+63 998.1389180,,San Francisco,2023-02-08,Boks,439.8765918933258,credit card ,Text with$pecial@charact3rs!
735482,  David,0998-356-5994,,Nw York,12/09/2023,Electronics,,debit_card,!!!Extra punctuation???
745350,  David,0917-605-5662,,Maimi,02/04/2023,Grocereis,,,"Messy,   text with   spaces!"
991720,Grace,+63 917.090()9919,,Seattl,"March 19, 2023",Toyss,three hundred,Debit Card,
324951,   Henry,+63 945()480.5440,45,Miami,,Electrnics,321.13046572341693,debit_card,Some RANDOM capitalization issueS
582606,   Henry,0945 327 4761,39,Los Angeles,"December 01, 2023",Boks,,debit_card,!!!Extra punctuation???
605560, frank ,0935.118 2338,,Nw York,,Hme & Kitchen,three hundred,Credit Card,!!!Extra punctuation???
